ImageID,Num_of_Positive,Num_of_Neutral,Num_of_Negative
1956067694,0,0,3
4772265089,0,0,3
4256004480,0,0,3
3922832830,0,0,3
319845403,0,0,3
4906158887,0,0,3
3609144589,0,0,3
4111472296,0,0,3
5349179842,0,0,3
6195309264,0,0,3
7319611768,0,0,3
6508945155,0,0,3
4985485603,0,0,3
2416321173,0,0,3
5357107777,0,0,3
2219832508,0,0,3
2378312097,0,0,3
4959057981,0,0,3
6428577451,0,0,3
3349036835,0,0,3
2580750406,0,0,3
7300947630,0,0,3
5679428631,0,0,3
5593756718,0,0,3
2314631402,0,0,3
5334947386,0,0,3
4125933494,0,0,3
6255986932,0,0,3
437784410,0,0,3
2823246169,0,0,3
2040531456,0,0,3
4325850561,0,0,3
3234131533,0,0,3
1444946228,0,0,3
4519783033,0,0,3
792257092,0,0,3
3613490122,0,0,3
5408802708,0,0,3
316637676,0,0,3
2866808317,0,0,3
5594322288,0,0,3
6867572121,0,0,3
3581903456,0,0,3
3068240280,0,0,3
4159670809,0,0,3
3170206161,0,0,3
7204347518,0,0,3
378860017,0,0,3
6339556739,0,0,3
4665978480,0,0,3
2216361814,0,0,3
6399016037,0,0,3
5054603357,0,0,3
5196264404,0,0,3
5889721202,0,0,3
2724412539,0,0,3
3863571723,0,0,3
4733098545,0,0,3
5839075218,0,0,3
5635879904,0,0,3
6590777593,0,0,3
3186988818,0,0,3
4432397923,0,0,3
5435297827,0,0,3
2134243663,0,0,3
6576073725,0,0,3
4694198766,0,0,3
5652253786,0,0,3
5340488145,0,0,3
2144042344,0,0,3
5899802718,0,0,3
5965950268,0,0,3
449849157,0,0,3
179889853,0,0,3
3354159147,0,0,3
4231264295,0,0,3
6288645200,0,0,3
5391304267,0,0,3
4835269880,0,0,3
2363430187,0,0,3
6991197030,0,0,3
4331616466,0,0,3
2815973659,0,0,3
6834971907,0,0,3
5578071894,0,0,3
2363430765,0,0,3
19645794,0,0,3
2831966747,0,0,3
3649846217,0,0,3
2105648884,0,0,3
3498164777,0,0,3
3217229645,0,0,3
5840664445,0,0,3
5960581255,0,0,3
3662862163,0,0,3
5432004451,0,0,3
6304270927,0,0,3
3700882850,0,0,3
6683266281,0,0,3
6468126749,0,0,3
3768533698,0,0,3
6836730848,0,0,3
3208302589,0,0,3
5061938102,0,0,3
2772889919,0,0,3
188353288,0,0,3
3895589229,0,0,3
4010612683,0,0,3
6260536766,0,0,3
4629807361,0,0,3
6078069574,0,0,3
5604174320,0,0,3
5489902077,0,0,3
6352343023,0,0,3
2654682697,0,0,3
6837213868,0,0,3
5040126007,0,0,3
3557352581,0,0,3
5982822604,0,0,3
5357722136,0,0,3
5585155166,0,0,3
3446294956,0,0,3
6080856092,0,0,3
4119398286,0,0,3
2339902398,0,0,3
170240173,0,0,3
4420831192,0,0,3
4115719688,0,0,3
4376651488,0,0,3
2212805576,0,0,3
5595342483,0,0,3
5518533086,0,0,3
6142114212,0,0,3
5083540511,0,0,3
4529990669,0,0,3
6231523999,0,0,3
5115291874,0,0,3
1444943848,0,0,3
484877987,0,0,3
3335486080,0,0,3
6068529200,0,0,3
4997216448,0,0,3
5592208697,0,0,3
279386988,0,0,3
421655086,0,0,3
4297813447,0,0,3
5374136850,0,0,3
6906540026,0,0,3
5537710235,0,0,3
5224408677,0,0,3
3560212877,0,0,3
3602006994,0,0,3
4035688920,0,0,3
4238737821,0,0,3
5958309792,0,0,3
3506922690,0,0,3
161851146,0,0,3
381147202,0,0,3
4770907050,0,0,3
3147310362,0,0,3
6508473983,0,0,3
2315212890,0,0,3
5182509068,0,0,3
6290866113,0,0,3
6236728257,0,0,3
7097424871,0,0,3
4688973196,0,0,3
3821500121,0,0,3
4526238129,0,0,3
7344799904,0,0,3
5144574588,0,0,3
5933782895,0,0,3
3271907543,0,0,3
4223892441,0,0,3
6765954683,0,0,3
6219468240,0,0,3
907292726,0,0,3
4365238514,0,0,3
1444084231,0,0,3
5776787100,0,0,3
6223495663,0,0,3
4696912040,0,0,3
511293484,0,0,3
3872433888,0,0,3
4141843682,0,0,3
6643281895,0,0,3
6849938977,0,0,3
2728634145,0,0,3
1367323386,0,0,3
6226827594,0,0,3
2075054283,0,0,3
5614783415,0,0,3
2189984479,0,0,3
5907670225,0,0,3
5839087912,0,0,3
3644094399,0,0,3
4019204255,0,0,3
6343361777,0,0,3
3335485098,0,0,3
156167669,0,0,3
6204444652,0,0,3
424453411,0,0,3
6316543585,0,0,3
132415860,0,0,3
6630801079,0,0,3
267605589,0,0,3
6925237942,0,0,3
5135727929,0,0,3
2429493239,0,0,3
3215772053,0,0,3
2845744330,0,0,3
303862296,0,0,3
2410099845,0,0,3
5910342352,0,0,3
6343096436,0,0,3
2310378844,0,0,3
5315517804,0,0,3
536236969,0,0,3
2834830224,0,0,3
5810940135,0,0,3
5375068944,0,0,3
4297476349,0,0,3
4480257508,0,0,3
1701170657,0,0,3
4816713041,0,0,3
3120949285,0,0,3
5957749407,0,0,3
4189131340,0,0,3
5345289044,0,0,3
5152209387,0,0,3
4767368280,0,0,3
6259737268,0,0,3
6606703667,0,0,3
5008458129,0,0,3
3225444051,0,0,3
4663495567,0,0,3
2146037593,0,0,3
2208963849,0,0,3
5419008330,0,0,3
4430232623,0,0,3
4981326611,0,0,3
2828437610,0,0,3
5719328533,0,0,3
293224064,0,0,3
4613419718,0,0,3
3885462848,0,0,3
2799222117,0,0,3
1145356233,0,0,3
5215980494,0,0,3
5903658022,0,0,3
435941157,0,0,3
6943605611,0,0,3
437785738,0,0,3
6100944923,0,0,3
3097966120,0,0,3
5596499915,0,0,3
2824926995,0,0,3
6382928643,0,0,3
416472998,0,0,3
4412944106,0,0,3
3157637454,0,0,3
3127506819,0,0,3
479272690,0,0,3
6027951038,0,0,3
2183165894,0,0,3
468742723,0,0,3
3498983296,0,0,3
2525989799,0,0,3
5838518141,0,0,3
11816103,0,0,3
3099362463,0,0,3
2682004832,0,0,3
3335485774,0,0,3
3423506895,0,0,3
3167627452,0,0,3
3278825454,0,0,3
3128568195,0,0,3
6731060085,0,0,3
5450748586,0,0,3
5130331898,0,0,3
2341332403,0,0,3
128587935,0,0,3
5570473790,0,0,3
5838044540,0,0,3
5544433277,0,0,3
37502588,0,0,3
5573758665,0,0,3
2286304515,0,0,3
269255738,0,0,3
6223579258,0,0,3
4388097484,0,0,3
6037445747,0,0,3
5485136169,0,0,3
375668301,0,0,3
35252918,0,0,3
3506933536,0,0,3
4568477339,0,0,3
1208888193,0,0,3
5441361518,0,0,3
3104998773,0,0,3
5855417159,0,0,3
3037309476,0,0,3
438713822,0,0,3
4268272159,0,0,3
3014437112,0,0,3
2754837172,0,0,3
3119705744,0,0,3
3572385320,0,0,3
5169563712,0,0,3
328012667,0,0,3
4726918630,0,0,3
7302115940,0,0,3
6560563273,0,0,3
4282477290,0,0,3
4343295462,0,0,3
4600395848,0,0,3
5264738234,0,0,3
4773854261,0,0,3
6145499501,0,0,3
5678919238,0,0,3
4306799132,0,0,3
5629672270,0,0,3
4255944945,0,0,3
6143129800,0,0,3
6352834241,0,0,3
5035146528,0,0,3
3417155511,0,0,3
1444083749,0,0,3
353433073,0,0,3
2926329444,0,0,3
5661098256,0,0,3
5838522639,0,0,3
5917802843,0,0,3
5411623697,0,0,3
7298920104,0,0,3
4727685875,0,0,3
6201847917,0,0,3
4765705399,0,0,3
6056611556,0,0,3
343100369,0,0,3
3383981950,0,0,3
3329328115,0,0,3
5251327363,0,0,3
6107296700,0,0,3
2675346317,0,0,3
5112387951,0,0,3
1536102005,0,0,3
6472662603,0,0,3
5487799355,0,0,3
3202696331,0,0,3
7206127316,0,0,3
4980092179,0,0,3
5311337617,0,0,3
2787823156,0,0,3
1145354553,0,0,3
4763687934,0,0,3
3345469033,0,0,3
2176513078,0,0,3
2887289233,0,0,3
5892158635,0,0,3
3477518872,0,0,3
2575648398,0,0,3
4104301441,0,0,3
48473185,0,0,3
4865997780,0,0,3
6140597666,0,0,3
5223985858,0,0,3
7300244054,0,0,3
523007675,0,0,3
5013108993,0,0,3
6110224517,0,0,3
3970004667,0,0,3
6029042459,0,0,3
937586769,0,0,3
5880610477,0,0,3
4082181621,0,0,3
5254035643,0,0,3
5353613039,0,0,3
5679647078,0,0,3
4568973434,0,0,3
2123806702,0,0,3
4666044377,0,0,3
6255146393,0,0,3
2266289477,0,0,3
512307624,0,0,3
116272377,0,0,3
4470581068,0,0,3
543889330,0,0,3
4609502426,0,0,3
6998562249,0,0,3
5034244699,0,0,3
437787359,0,0,3
5193036468,0,0,3
5491882889,0,0,3
4934799615,0,0,3
5390926276,0,0,3
3464340113,0,0,3
3366476648,0,0,3
6261867977,0,0,3
516295829,0,0,3
3111774204,0,0,3
6299155095,0,0,3
524357847,0,0,3
3512254590,0,0,3
3641583519,0,0,3
3316876992,0,0,3
3777029529,0,0,3
4231678630,0,0,3
23140038,0,0,3
242960981,0,0,3
3996060690,0,0,3
449791208,0,0,3
528146639,0,0,3
4313570691,0,0,3
3923858943,0,0,3
4725177951,0,0,3
5135764622,0,0,3
4759979158,0,0,3
2882251206,0,0,3
5007306242,0,0,3
4338506962,0,0,3
1989430499,0,0,3
3155556619,0,0,3
2178404831,0,0,3
354323002,0,0,3
5389528020,0,0,3
4023084658,0,0,3
5130105886,0,0,3
4281951904,0,0,3
4832348750,0,0,3
5513504069,0,0,3
6280322674,0,0,3
5979738227,0,0,3
6784518843,0,0,3
6318222960,0,0,3
4968895954,0,0,3
4785699477,0,0,3
4511452725,0,0,3
254291791,0,0,3
1793142823,0,0,3
3538283187,0,0,3
5007303810,0,0,3
5283924783,0,0,3
5408194495,0,0,3
5211925395,0,0,3
7226110764,0,0,3
524727600,0,0,3
4934676506,0,0,3
5839025898,0,0,3
4773797282,0,0,3
5541148902,0,0,3
2810451957,0,0,3
5080447306,0,0,3
4608707274,0,0,3
3577549496,0,0,3
4913174538,0,0,3
1391616849,0,0,3
381809988,0,0,3
2558057913,0,0,3
5838532447,0,0,3
215289667,0,0,3
4963062488,0,0,3
6223411658,0,0,3
5199420821,0,0,3
3332088858,0,0,3
3739956069,0,0,3
3625460946,0,0,3
5574674557,0,0,3
4511275650,0,0,3
3350138236,0,0,3
5867329802,0,0,3
6778622850,0,0,3
6949763399,0,0,3
448980225,0,0,3
5839028892,0,0,3
5041802443,0,0,3
5238777295,0,0,3
3153692987,0,0,3
6873837990,0,0,3
3096817205,0,0,3
5548238293,0,0,3
5864197475,0,0,3
4213196267,0,0,3
2447044928,0,0,3
3372506191,0,0,3
336259326,0,0,3
271355806,0,0,3
4097837516,0,0,3
4710379691,0,0,3
5467605890,0,0,3
3765955697,0,0,3
5306259084,0,0,3
2845977168,0,0,3
6325844043,0,0,3
6962682505,0,0,3
3686852775,0,0,3
6928275805,0,0,3
5230739140,0,0,3
3821687519,0,0,3
3230148550,0,0,3
3080926038,0,0,3
4606970466,0,0,3
4571854091,0,0,3
7069794441,0,0,3
7102174601,0,0,3
4322383169,0,0,3
5117569355,0,0,3
5442361691,0,0,3
180910988,0,0,3
3036412442,0,0,3
5061286311,0,0,3
229236661,0,0,3
5853373990,0,0,3
4053383814,0,0,3
5472186818,0,0,3
6129444949,0,0,3
2493142445,0,0,3
44405574,0,0,3
5860700654,0,0,3
3049030410,0,0,3
4735425883,0,0,3
6353308193,0,0,3
873596910,0,0,3
5243386426,0,0,3
6958316166,0,0,3
7099988961,0,0,3
3704376820,0,0,3
6296139262,0,0,3
5728712518,0,0,3
5006700117,0,0,3
390973059,0,0,3
5767692259,0,0,3
5274165619,0,0,3
4646388004,0,0,3
5828144016,0,0,3
520921107,0,0,3
381493288,0,0,3
2263504807,0,0,3
5795284575,0,0,3
3693012126,0,0,3
5545677317,0,0,3
5460568307,0,0,3
1458541437,0,0,3
5558380458,0,0,3
387294821,0,0,3
5129634299,0,0,3
6197521640,0,0,3
402146811,0,0,3
3340843887,0,0,3
6301655350,0,0,3
2467398812,0,0,3
5717054575,0,0,3
3362922454,0,0,3
446994415,0,0,3
1444083625,0,0,3
5963447796,0,0,3
437785142,0,0,3
6896439663,0,0,3
3603756633,0,0,3
6836968726,0,0,3
3027908711,0,0,3
5990225610,0,0,3
6894034384,0,0,3
5350940462,0,0,3
1804536101,0,0,3
6265732523,0,0,3
5423833663,0,0,3
6268435984,0,0,3
2836346345,0,0,3
6030493408,0,0,3
3641585130,0,0,3
3288337094,0,0,3
5007307410,0,0,3
7315766872,0,0,3
5892259915,0,0,3
5740042744,0,0,3
138545571,0,0,3
5780087337,0,0,3
5986363312,0,0,3
2556409435,0,0,3
5953626308,0,0,3
6351767621,0,0,3
293984334,0,0,3
2738576650,0,0,3
3658780471,0,0,3
369009306,0,0,3
5580588240,0,0,3
5533324239,0,0,3
277197254,0,0,3
5162184251,0,0,3
6758239657,0,0,3
2607151765,0,0,3
380719747,0,0,3
6659486921,0,0,3
5632524139,0,0,3
3619964879,0,0,3
6573583445,0,0,3
6902678453,0,0,3
5910351984,0,0,3
6949489997,0,0,3
2441779158,0,0,3
498729299,0,0,3
2036617470,0,0,3
4097390524,0,0,3
3246863998,0,0,3
4491535316,0,0,3
2864907597,0,0,3
2062947706,0,0,3
158611456,0,0,3
5943632863,0,0,3
4927844054,0,0,3
904298769,0,0,3
5791124895,0,0,3
4311795219,0,0,3
4715481775,0,0,3
4498978041,0,0,3
5085099888,0,0,3
3107452980,0,0,3
7198921784,0,0,3
4331408737,0,0,3
5108029326,0,0,3
3951171914,0,0,3
5878485778,0,0,3
2839882983,0,0,3
389613821,0,0,3
5001510869,0,0,3
5123311631,0,0,3
2262801391,0,0,3
246314629,0,0,3
132431313,0,0,3
5189852300,0,0,3
6196312761,0,0,3
6172561243,0,0,3
7146451083,0,0,3
1158955588,0,0,3
3389422534,0,0,3
5825611250,0,0,3
2452065157,0,0,3
5111516753,0,0,3
1955896622,0,0,3
4568344925,0,0,3
6979237879,0,0,3
315230088,0,0,3
755760341,0,0,3
2928430471,0,0,3
3672719774,0,0,3
141595202,0,0,3
4296787187,0,0,3
112143949,0,0,3
4086934998,0,0,3
181838361,0,0,3
416877518,0,0,3
3552912930,0,0,3
4951046385,0,0,3
114197122,0,0,3
28054993,0,0,3
7061766909,0,0,3
5852768047,0,0,3
5158810569,0,0,3
6311686182,0,0,3
3142698694,0,0,3
7011161945,0,0,3
3043175441,0,0,3
4601057352,0,0,3
4962976837,0,0,3
2122149361,0,0,3
305184510,0,0,3
2353110864,0,0,3
3297553822,0,0,3
5457593764,0,0,3
5956123445,0,0,3
5836044779,0,0,3
4650605447,0,0,3
4730429876,0,0,3
4127264059,0,0,3
5216424688,0,0,3
5500604813,0,0,3
3178082485,0,0,3
2288747103,0,0,3
2722800113,0,0,3
2887708329,0,0,3
3470894116,0,0,3
2340190648,0,0,3
2891407929,0,0,3
268014346,0,0,3
2769750880,0,0,3
5064000654,0,0,3
4125665131,0,0,3
2070957177,0,0,3
6215441526,0,0,3
5040471308,0,0,3
5247904312,0,0,3
3121097421,0,0,3
4189018916,0,0,3
2177301940,0,0,3
6734054689,0,0,3
4081710206,0,0,3
2279648278,0,0,3
5674818941,0,0,3
3137671816,0,0,3
4815881437,0,0,3
6486705841,0,0,3
3709799266,0,0,3
3988178581,0,0,3
3400783681,0,0,3
6447291131,0,0,3
5230353516,0,0,3
2343903997,0,0,3
5600381082,0,0,3
3386004876,0,0,3
119640074,0,0,3
5941131651,0,0,3
4125570981,0,0,3
3518200979,0,0,3
6177118573,0,0,3
6728362229,0,0,3
2895052478,0,0,3
742490500,0,0,3
2575648326,0,0,3
6706248599,0,0,3
5280422952,0,0,3
5088200158,0,0,3
541520250,0,0,3
5868680342,0,0,3
6104169056,0,0,3
2053024821,0,0,3
454506189,0,0,3
5486189709,0,0,3
5312919636,0,0,3
6828822081,0,0,3
5106406451,0,0,3
3045266355,0,0,3
5428088241,0,0,3
4119780628,0,0,3
3392917699,0,0,3
264589526,0,0,3
3389102043,0,0,3
5839053134,0,0,3
4721107489,0,0,3
5513675927,0,0,3
4861950720,0,0,3
5785678075,0,0,3
3566568827,0,0,3
5274041473,0,0,3
3686856317,0,0,3
7215772430,0,0,3
6131661252,0,0,3
438710113,0,0,3
5642502865,0,0,3
4715318802,0,0,3
2678725739,0,0,3
5103582479,0,0,3
5992689272,0,0,3
4141518650,0,0,3
2502440591,0,0,3
6802751578,0,0,3
5072943199,0,0,3
3326821125,0,0,3
5889150979,0,0,3
5701302709,0,0,3
5448431524,0,0,3
362478381,0,0,3
2815975053,0,0,3
5591056263,0,0,3
2092158328,0,0,3
1742552426,0,0,3
4388621193,0,0,3
6853745422,0,0,3
3043179423,0,0,3
6595204533,0,0,3
5390983386,0,0,3
3447913531,0,0,3
4250980388,0,0,3
2751116039,0,0,3
5400124137,0,0,3
1851171770,0,0,3
5717228824,0,0,3
5007306590,0,0,3
4846148475,0,0,3
5087134927,0,0,3
6340357231,0,0,3
4480033315,0,0,3
2355092711,0,0,3
7092702891,0,0,3
6973528941,0,0,3
5399391892,0,0,3
4779357074,0,0,3
3995302051,0,0,3
4655640505,0,0,3
7031146329,0,0,3
2595201639,0,0,3
5540765133,0,0,3
6022110391,0,0,3
2990688775,0,0,3
6154821220,0,0,3
6843888515,0,0,3
6029766155,0,0,3
2926368315,0,0,3
6845598439,0,0,3
2525716853,0,0,3
5359453916,0,0,3
2088822500,0,0,3
5388221789,0,0,3
1407979092,0,0,3
2841523190,0,0,3
5271879985,0,0,3
6174152221,0,0,3
3297262355,0,0,3
197353799,0,0,3
2666825448,0,0,3
5357722668,0,0,3
6350388376,0,0,3
2115076191,0,0,3
4745261564,0,0,3
6751888913,0,0,3
4625356936,0,0,3
5018442422,0,0,3
3686105327,0,0,3
3207643316,0,0,3
277496305,0,0,3
6492522715,0,0,3
2308107990,0,0,3
4894625776,0,0,3
2426761173,0,0,3
225258008,0,0,3
5740665649,0,0,3
3067280922,0,0,3
5281135399,0,0,3
1297908789,0,0,3
3334649237,0,0,3
5493159627,0,0,3
2907428010,0,0,3
5464257597,0,0,3
4532376754,0,0,3
3236288274,0,0,3
468063487,0,0,3
2626650529,0,0,3
5794360999,0,0,3
6014863125,0,0,3
3240641588,0,0,3
6915141530,0,0,3
2706245264,0,0,3
4912518937,0,0,3
5007309978,0,0,3
5564060849,0,0,3
5407890995,0,0,3
6964549306,0,0,3
5467979839,0,0,3
4461922886,0,0,3
437784222,0,0,3
3006794959,0,0,3
4428994743,0,0,3
3251593187,0,0,3
2286317131,0,0,3
352344810,0,0,3
7005148974,0,0,3
5788625440,0,0,3
365989289,0,0,3
5603473179,0,0,3
6752768183,0,0,3
511965408,0,0,3
3124576138,0,0,3
3508911471,0,0,3
2081000938,0,0,3
531579613,0,0,3
51261487,0,0,3
5293437845,0,0,3
6294476508,0,0,3
13155454,0,0,3
7032125139,0,0,3
5627694195,0,0,3
251949593,0,0,3
5190443381,0,0,3
5486103751,0,0,3
5186871988,0,0,3
5926521530,0,0,3
4545807045,0,0,3
4744288228,0,0,3
4530343375,0,0,3
5771694632,0,0,3
6934944394,0,0,3
5074818081,0,0,3
5274637386,0,0,3
4936454177,0,0,3
2712852415,0,0,3
5125755429,0,0,3
4106201272,0,0,3
6004952330,0,0,3
470431717,0,0,3
4268334887,0,0,3
3766761772,0,0,3
2673682203,0,0,3
5693903068,0,0,3
4787610616,0,0,3
3786902896,0,0,3
1071994835,0,0,3
6792743889,0,0,3
186895031,0,0,3
5611370617,0,0,3
4940679541,0,0,3
6990451171,0,0,3
2632270252,0,0,3
6294214757,0,0,3
3305797286,0,0,3
5393670380,0,0,3
5266502570,0,0,3
2177517859,0,0,3
3346972042,0,0,3
4919589770,0,0,3
5465997060,0,0,3
5120227966,0,0,3
398565733,0,0,3
4747752629,0,0,3
2575660048,0,0,3
4990751940,0,0,3
598836711,0,0,3
4440714578,0,0,3
5367245465,0,0,3
1566808814,0,0,3
7222942676,0,0,3
5291291556,0,0,3
815310294,0,0,3
3889238477,0,0,3
6312258491,0,0,3
4703135313,0,0,3
4979793736,0,0,3
7280029544,0,0,3
2151721533,0,0,3
4819431167,0,0,3
166739104,0,0,3
1584266773,0,0,3
6393675511,0,0,3
4923215436,0,0,3
4388672880,0,0,3
7251460006,0,0,3
6862799074,0,0,3
5995695237,0,0,3
2578373332,0,0,3
4796948184,0,0,3
3186995178,0,0,3
1448406918,0,0,3
2084057210,0,0,3
5838821473,0,0,3
7310496560,0,0,3
4732413616,0,0,3
1433717752,0,0,3
5747840700,0,0,3
1848630053,0,0,3
6042335636,0,0,3
6622470825,0,0,3
1936732298,0,0,3
5841179446,0,0,3
6199300317,0,0,3
5879309752,0,0,3
3814984679,0,0,3
6298414301,0,0,3
6178128880,0,0,3
137418196,0,0,3
5041733903,0,0,3
4704984576,0,0,3
780608658,0,0,3
2846262885,0,0,3
3899392045,0,0,3
6041301603,0,0,3
5406175056,0,0,3
5000524105,0,0,3
3373343134,0,0,3
5075456654,0,0,3
6452327539,0,0,3
5041798109,0,0,3
4555849272,0,0,3
6255580309,0,0,3
6585775083,0,0,3
5890991916,0,0,3
3736257512,0,0,3
5296889940,0,0,3
1389247687,0,0,3
4916687901,0,0,3
5628573533,0,0,3
2888559497,0,0,3
6160315552,0,0,3
5302361137,0,0,3
2650830622,0,0,3
4765278277,0,0,3
4614764914,0,0,3
5162456716,0,0,3
3903175491,0,0,3
2494709096,0,0,3
6814720982,0,0,3
5616000087,0,0,3
4529219307,0,0,3
3043177031,0,0,3
6657377579,0,0,3
6246094240,0,0,3
3612003779,0,0,3
2425816709,0,0,3
6045627005,0,0,3
4079396200,0,0,3
6235584145,0,0,3
5181981969,0,0,3
7035803761,0,0,3
3061754280,0,0,3
5041798787,0,0,3
7072436247,0,0,3
296362935,0,0,3
6988315279,0,0,3
6927201814,0,0,3
1712774221,0,0,3
6754755973,0,0,3
1436789305,0,0,3
2901480268,0,0,3
7138838637,0,0,3
5006697713,0,0,3
2358447862,0,0,3
3049659219,0,0,3
2497266511,0,0,3
604026732,0,0,3
5593777625,0,0,3
4284545152,0,0,3
366151213,0,0,3
5521015727,0,0,3
2342167618,0,0,3
4277819628,0,0,3
6493264759,0,0,3
5357722962,0,0,3
6776922723,0,0,3
4720341470,0,0,3
4476338124,0,0,3
2376554705,0,0,3
6975448521,0,0,3
5311441487,0,0,3
3549608606,0,0,3
3006052399,0,0,3
4434459934,0,0,3
5132501817,0,0,3
4892597234,0,0,3
1037963176,0,0,3
4385883217,0,0,3
5357266846,0,0,3
3995419402,0,0,3
1864006704,0,0,3
4445862072,0,0,3
5470275071,0,0,3
109918898,0,0,3
5960961120,0,0,3
4308955377,0,0,3
7168627390,0,0,3
3437935945,0,0,3
5601931153,0,0,3
5623298195,0,0,3
5435166206,0,0,3
487623928,0,0,3
348685594,0,0,3
4880746212,0,0,3
2709334528,0,0,3
5133735201,0,0,3
6235206060,0,0,3
4359363868,0,0,3
1218809579,0,0,3
5109881758,0,0,3
2836597363,0,0,3
2755090225,0,0,3
2249852558,0,0,3
4516720660,0,0,3
1369675200,0,0,3
6265709287,0,0,3
6239885658,0,0,3
5918016652,0,0,3
2180567968,0,0,3
1985828910,0,0,3
5143987309,0,0,3
5627737243,0,0,3
5643885810,0,0,3
2995730062,0,0,3
6294869332,0,0,3
3330428380,0,0,3
4888987713,0,0,3
4627225773,0,0,3
5536216668,0,0,3
4411966342,0,0,3
6173612930,0,0,3
5005318022,0,0,3
4979935638,0,0,3
5690420835,0,0,3
6776761240,0,0,3
4618613953,0,0,3
2743080657,0,0,3
2347537080,0,0,3
3006794807,0,0,3
353312573,0,0,3
5250026438,0,0,3
6670485829,0,0,3
7040130917,0,0,3
5035127281,0,0,3
6735709449,0,0,3
5020743918,0,0,3
2371364044,0,0,3
2337635439,0,0,3
6045538929,0,0,3
525042304,0,0,3
5160585302,0,0,3
107977297,0,0,3
3157198644,0,0,3
4278452549,0,0,3
4043536183,0,0,3
4362181928,0,0,3
351050799,0,0,3
352332811,0,0,3
5388019239,0,0,3
2462667573,0,0,3
3903970834,0,0,3
5903097777,0,0,3
1536772207,0,0,3
338001184,0,0,3
3887131082,0,0,3
6871946658,0,0,3
4424898745,0,0,3
916711502,0,0,3
5839071596,0,0,3
1624421569,0,0,3
4105139603,0,0,3
5755422744,0,0,3
3349220706,0,0,3
2378831146,0,0,3
1350693794,0,0,3
2583755628,0,0,3
5765298971,0,0,3
2121315648,0,0,3
1165908737,0,0,3
3377880997,0,0,3
5649836773,0,0,3
6885137919,0,0,3
5130288448,0,0,3
3226064331,0,0,3
3088868133,0,0,3
6235598661,0,0,3
1071997049,0,0,3
4723536557,0,0,3
5839032192,0,0,3
3187218479,0,0,3
5419171954,0,0,3
3627399366,0,0,3
2542049439,0,0,3
4696917864,0,0,3
7214168120,0,0,3
